id,created_at,vendor_id,customer_id
168,2019-08-21 00:41:24.427693,9,2225
169,2019-08-21 12:08:34.697497,7,657
170,2019-08-22 06:34:56.979341,2,3759
171,2019-08-22 15:55:33.242467,6,7347
172,2019-08-22 03:42:16.509756,3,3052
173,2019-08-22 13:39:12.885153,7,843
174,2019-08-22 13:05:01.862664,1,8710
175,2019-08-23 18:51:24.740302,6,1744
176,2019-08-23 12:02:58.482778,1,3229
177,2019-08-23 23:38:23.508543,3,3963
178,2019-08-23 07:30:39.345461,7,5405
179,2019-08-23 09:49:20.574711,5,2782
180,2019-08-23 01:29:53.033052,4,4391
181,2019-08-23 09:43:26.682391,8,177
182,2019-08-23 06:36:41.354111,9,2980
183,2019-08-24 17:45:04.957803,7,3461
184,2019-08-24 16:39:21.423633,6,141
185,2019-08-24 02:47:57.347870,6,619
186,2019-08-24 03:05:56.552655,3,9663
187,2019-08-24 03:47:29.042067,6,8583
188,2019-08-24 07:22:55.886987,9,940
189,2019-08-24 14:53:41.747733,1,8433
190,2019-08-25 02:41:19.489515,4,2428
191,2019-08-25 14:23:12.367511,8,5457
192,2019-08-25 06:32:28.136767,9,382
193,2019-08-25 18:15:08.710609,3,9161
194,2019-08-25 18:24:29.805577,8,9107
195,2019-08-26 09:41:04.858843,5,8276
196,2019-08-26 14:53:48.204728,9,1710
197,2019-08-26 21:44:31.850368,2,6042
198,2019-08-26 17:48:27.141759,1,4409
199,2019-08-26 03:30:47.391952,4,1105
200,2019-08-26 23:09:17.363515,2,2919
201,2019-08-26 20:21:42.793764,6,1589
202,2019-08-27 18:24:17.753808,7,9219
203,2019-08-27 19:20:15.828833,6,7865
204,2019-08-27 19:33:25.696478,7,5377
205,2019-08-27 13:32:52.687315,6,1998
206,2019-08-27 00:25:21.043372,8,8029
207,2019-08-27 08:14:41.804069,7,9783
208,2019-08-28 12:33:23.140379,6,8066
209,2019-08-28 11:13:19.715331,1,61
210,2019-08-28 10:07:55.455280,4,1545
211,2019-08-28 22:03:36.811710,1,4689
212,2019-08-28 06:34:02.624128,5,4412
213,2019-08-28 20:34:24.328461,1,3291
214,2019-08-28 16:29:34.673869,7,6634
215,2019-08-28 12:03:47.997193,3,7490
216,2019-08-29 19:33:36.457542,4,8474
217,2019-08-29 00:02:36.220216,4,3010
218,2019-08-29 10:53:53.466591,8,1834
219,2019-08-29 00:50:25.896439,3,9558
220,2019-08-29 12:54:29.070017,2,6139
221,2019-08-30 19:16:39.818923,8,4565
222,2019-08-30 20:45:55.385970,7,8686
223,2019-08-30 15:44:02.005116,1,518
224,2019-08-30 06:32:30.935048,1,5369
225,2019-08-30 12:46:41.996200,8,9641
226,2019-08-30 20:56:57.716239,1,4389
227,2019-08-30 20:46:33.053420,9,9234
228,2019-08-31 03:00:27.621988,2,8005
229,2019-08-31 08:27:34.279326,1,3689
230,2019-08-31 11:52:10.187810,7,8113
231,2019-08-31 11:44:58.315414,6,6288
232,2019-08-31 14:50:32.367549,5,581
233,2019-08-31 04:09:19.373810,8,9705
234,2019-09-01 16:27:04.052298,6,1656
235,2019-09-01 06:40:29.107321,2,7213
236,2019-09-01 11:29:53.577042,9,410
237,2019-09-01 03:34:52.850962,8,1362
238,2019-09-01 02:33:41.735759,1,1131
239,2019-09-01 04:35:21.203188,1,5544
240,2019-09-01 20:59:20.355958,2,7592
241,2019-09-01 00:59:49.202612,5,7700
242,2019-09-02 10:21:25.171494,3,5735
243,2019-09-02 16:49:49.144675,9,5139
244,2019-09-02 01:42:00.173166,8,8508
245,2019-09-02 12:27:58.603518,9,679
246,2019-09-02 18:18:17.864383,2,2278
247,2019-09-02 08:15:37.738902,4,2083
248,2019-09-02 15:28:15.863694,7,111
249,2019-09-02 04:40:29.416049,6,5897
250,2019-09-02 08:07:06.229865,6,8778
251,2019-09-03 09:34:55.371386,7,3178
252,2019-09-03 09:47:52.812760,1,2484
253,2019-09-03 15:19:15.094984,9,4425
254,2019-09-03 17:04:28.275384,1,393
255,2019-09-03 06:26:52.310968,1,966
256,2019-09-03 02:43:40.600879,3,6514
257,2019-09-03 08:25:39.349189,6,6855
258,2019-09-03 02:38:45.758454,6,7668
259,2019-09-04 00:52:29.331526,2,2543
260,2019-09-04 03:13:04.792499,8,2240
261,2019-09-04 20:52:24.517388,7,81
262,2019-09-04 08:54:23.513424,1,378
263,2019-09-04 10:52:12.378755,3,9173
264,2019-09-04 19:18:40.911515,3,2718
265,2019-09-04 19:10:32.196103,7,3791
266,2019-09-04 20:26:48.398065,4,4582
267,2019-09-04 21:16:24.133991,2,3841
268,2019-09-04 11:32:56.237891,9,2910
269,2019-09-05 05:42:02.220022,4,8711
270,2019-09-05 21:56:48.188253,4,1098
271,2019-09-05 22:47:40.946430,1,1166
272,2019-09-05 01:48:35.271870,3,9766
273,2019-09-05 12:20:15.187759,1,7583
274,2019-09-05 07:21:10.553800,8,2669
275,2019-09-05 18:45:25.139333,9,5753
276,2019-09-06 19:55:38.178771,3,2560
277,2019-09-06 03:54:19.544909,5,1584
278,2019-09-06 18:07:11.210956,8,7308
279,2019-09-06 06:32:17.770531,8,271
280,2019-09-06 18:01:08.340356,4,9468
281,2019-09-06 00:29:51.173622,5,5384
282,2019-09-06 04:02:46.989983,4,6951
283,2019-09-07 20:54:59.331082,9,917
284,2019-09-07 00:47:45.250189,7,8187
285,2019-09-07 16:49:52.489395,3,9710
286,2019-09-07 23:01:44.237852,4,7129
287,2019-09-07 23:44:43.965067,8,4063
288,2019-09-07 16:52:23.194627,5,9618
289,2019-09-08 17:11:22.285441,1,4505
290,2019-09-08 07:26:30.186434,7,5901
291,2019-09-08 05:33:41.322612,6,3160
292,2019-09-08 04:33:02.398001,6,805
293,2019-09-08 17:43:59.616920,4,7370
294,2019-09-08 12:49:19.276714,8,9070
295,2019-09-09 00:10:25.320876,8,3775
296,2019-09-09 06:33:53.861070,7,6273
297,2019-09-09 11:28:28.948182,6,5998
298,2019-09-09 17:24:44.962381,8,8680
299,2019-09-09 11:07:13.194872,2,7670
300,2019-09-09 16:34:54.223202,8,1164
301,2019-09-09 19:04:22.086385,5,2535
302,2019-09-09 18:35:42.030226,7,9240
303,2019-09-09 09:43:54.188368,2,999
304,2019-09-10 02:30:05.330695,3,7806
305,2019-09-10 22:41:56.915774,5,2648
306,2019-09-10 19:49:13.203505,1,2471
307,2019-09-10 07:11:04.925170,7,3098
308,2019-09-10 16:35:32.211011,7,3083
309,2019-09-10 00:49:41.822245,8,960
310,2019-09-10 12:39:01.728187,1,6073
311,2019-09-11 04:24:27.151144,5,1468
312,2019-09-11 12:22:01.467329,9,3380
313,2019-09-11 02:09:49.247300,3,6855
314,2019-09-11 00:54:34.708798,2,4061
315,2019-09-11 05:35:09.844234,1,2540
316,2019-09-11 07:20:57.354705,3,1808
317,2019-09-11 03:46:02.693890,7,6153
318,2019-09-11 13:09:20.992322,7,7629
319,2019-09-11 07:01:48.943507,2,8303
320,2019-09-12 16:58:29.178829,9,1363
321,2019-09-12 01:31:37.052487,9,4938
322,2019-09-12 19:53:53.077317,3,5372
323,2019-09-12 04:04:50.417624,4,5908
324,2019-09-12 06:47:01.936767,1,6294
325,2019-09-12 15:26:28.452399,5,4304
326,2019-09-12 12:04:53.029931,7,8860
327,2019-09-12 00:50:26.768616,6,7001
328,2019-09-12 14:44:33.981702,7,8600
329,2019-09-13 17:52:22.349414,4,5133
330,2019-09-13 17:03:00.575883,6,6206
331,2019-09-13 20:02:50.496998,5,152
332,2019-09-13 20:02:38.867402,1,6821
333,2019-09-13 20:03:06.524469,1,8934
334,2019-09-14 11:51:54.300259,5,3780
335,2019-09-14 17:18:58.138338,1,2094
336,2019-09-14 02:16:11.010257,9,1089
337,2019-09-14 01:57:22.694706,9,3017
338,2019-09-14 13:39:26.154332,9,2097
339,2019-09-14 02:29:48.723712,2,6264
340,2019-09-15 20:49:40.939894,2,155
341,2019-09-15 15:22:26.247343,7,2741
342,2019-09-15 05:11:07.760631,2,8666
343,2019-09-15 04:37:47.425136,1,7100
344,2019-09-15 04:26:25.724234,7,6992
345,2019-09-15 12:43:33.405343,3,4938
346,2019-09-16 08:49:33.157638,2,9248
347,2019-09-16 10:42:19.678546,2,4782
348,2019-09-16 16:39:55.467288,1,3707
349,2019-09-16 21:31:47.656857,3,638
350,2019-09-16 15:50:04.156352,1,4982
351,2019-09-17 18:20:05.414921,1,8887
352,2019-09-17 17:03:32.995064,2,8181
353,2019-09-17 11:06:45.759275,3,3777
354,2019-09-17 12:48:23.381974,9,2775
355,2019-09-17 06:59:51.205869,4,9122
356,2019-09-17 16:45:06.421566,1,2087
357,2019-09-18 19:59:21.337809,5,9236
358,2019-09-18 09:20:28.821832,8,758
359,2019-09-18 15:40:54.798951,9,7936
360,2019-09-18 02:55:34.085024,8,4276
361,2019-09-18 23:22:00.131890,2,2043
362,2019-09-19 19:38:57.900759,3,2292
363,2019-09-19 07:24:13.188313,5,9216
364,2019-09-19 01:53:55.988294,7,5178
365,2019-09-19 14:32:42.060259,2,5950
366,2019-09-19 07:35:26.543679,7,7467
367,2019-09-19 13:03:37.820014,5,5894
368,2019-09-19 07:47:12.392772,7,4784
369,2019-09-20 08:42:24.355986,1,389
370,2019-09-20 17:46:21.206389,6,6295
371,2019-09-20 00:54:29.166731,8,8436
372,2019-09-20 15:21:52.232655,1,5047
373,2019-09-20 03:11:20.461343,3,9947
374,2019-09-20 19:20:39.684325,7,2856
375,2019-09-20 05:31:19.240397,7,9479
376,2019-09-20 10:41:46.564659,3,2909
377,2019-09-21 00:37:59.994795,6,2434
378,2019-09-21 19:26:37.285406,1,5132
379,2019-09-21 12:40:23.277590,9,2556
380,2019-09-21 21:34:43.987717,4,251
381,2019-09-21 19:32:20.827250,5,1037
382,2019-09-21 21:38:55.871136,3,1057
383,2019-09-21 17:12:41.483336,9,2694
384,2019-09-21 09:00:51.612030,5,8673
385,2019-09-21 22:41:18.257858,1,5104
386,2019-09-21 18:11:55.470592,3,2353
387,2019-09-22 23:13:31.592619,7,4429
388,2019-09-22 11:08:21.394312,3,9432
389,2019-09-22 16:16:32.023506,7,5157
390,2019-09-22 13:44:31.757787,4,69
391,2019-09-22 16:25:23.212799,7,9961
392,2019-09-23 12:12:53.825888,2,8214
393,2019-09-23 05:15:07.079742,7,6133
394,2019-09-23 08:27:36.904450,8,737
395,2019-09-23 10:25:49.199353,4,6318
396,2019-09-23 03:35:03.036603,4,9075
397,2019-09-24 12:44:43.326320,8,984
398,2019-09-24 02:48:01.840643,6,2291
399,2019-09-24 12:50:03.233053,1,594
400,2019-09-24 15:25:12.557300,9,6606
401,2019-09-24 19:10:14.582509,1,2616
402,2019-09-24 09:33:49.894936,7,4826
403,2019-09-24 16:08:27.814358,7,4956
404,2019-09-25 03:59:11.393042,2,4896
405,2019-09-25 22:27:27.084673,7,689
406,2019-09-25 03:09:39.160370,9,2611
407,2019-09-25 18:04:39.178249,9,9413
408,2019-09-25 02:00:26.177186,8,624
409,2019-09-25 20:41:16.270273,8,2909
410,2019-09-25 21:34:23.114274,6,6497
411,2019-09-26 00:03:53.252659,2,1997
412,2019-09-26 12:41:10.715304,6,577
413,2019-09-26 10:25:02.830207,6,6922
414,2019-09-26 15:55:16.747051,1,6368
415,2019-09-26 12:09:38.119738,3,3127
416,2019-09-26 13:54:25.519852,1,2203
417,2019-09-26 10:40:55.644162,2,7857
418,2019-09-27 06:19:09.093460,8,4365
419,2019-09-27 20:54:23.420566,1,7068
420,2019-09-27 05:39:56.342624,8,4416
421,2019-09-27 12:22:44.663985,4,2485
422,2019-09-27 08:08:40.870463,6,8004
423,2019-09-27 11:10:59.859499,5,2173
424,2019-09-27 22:32:06.041013,3,7097
425,2019-09-27 21:17:03.818740,8,4548
426,2019-09-28 01:22:49.799788,3,6868
427,2019-09-28 05:01:19.201971,2,257
428,2019-09-28 13:39:08.247573,5,4953
429,2019-09-28 23:42:30.268350,4,5924
430,2019-09-28 01:30:51.403128,3,3092
431,2019-09-28 05:38:56.844220,2,1129
432,2019-09-28 07:34:39.307692,3,9153
433,2019-09-28 06:21:30.328142,9,6900
434,2019-09-28 19:43:14.976858,5,7235
435,2019-09-29 23:09:15.603872,6,928
436,2019-09-29 01:55:52.636724,5,3214
437,2019-09-29 16:30:26.319153,7,1575
438,2019-09-29 16:59:02.507470,6,8272
439,2019-09-29 14:25:18.999560,3,6349
