date,product_id,promotion_id
2019-08-11,833,5
2019-08-11,228,4
2019-08-11,104,2
2019-08-11,793,2
2019-08-11,707,1
2019-08-11,418,5
2019-08-11,551,2
2019-08-11,542,2
2019-08-11,739,4
2019-08-12,526,5
2019-08-12,499,3
2019-08-12,770,1
2019-08-12,208,3
2019-08-12,329,3
2019-08-12,117,5
2019-08-12,783,1
2019-08-12,810,2
2019-08-12,290,2
2019-08-12,769,4
2019-08-13,284,3
2019-08-13,107,5
2019-08-13,763,3
2019-08-13,431,3
2019-08-13,315,3
2019-08-13,690,2
2019-08-13,221,2
2019-08-13,100,3
2019-08-13,196,2
2019-08-13,861,4
2019-08-14,52,2
2019-08-14,561,4
2019-08-14,754,4
2019-08-14,350,1
2019-08-14,417,2
2019-08-14,464,5
2019-08-14,651,3
2019-08-14,334,3
2019-08-14,577,4
2019-08-14,102,2
2019-08-15,479,5
2019-08-15,476,5
2019-08-15,741,3
2019-08-15,317,2
2019-08-15,539,2
2019-08-15,679,1
2019-08-15,573,3
2019-08-15,755,3
2019-08-15,433,3
2019-08-15,142,4
2019-08-16,832,2
2019-08-16,250,4
2019-08-16,155,1
2019-08-16,161,5
2019-08-16,239,3
2019-08-16,797,5
2019-08-16,43,2
2019-08-16,604,5
2019-08-16,65,4
2019-08-16,717,2
2019-08-17,810,5
2019-08-17,574,1
2019-08-17,567,4
2019-08-17,421,4
2019-08-17,465,1
2019-08-17,844,2
2019-08-17,352,2
2019-08-17,597,1
2019-08-17,277,4
2019-08-17,453,1
2019-08-18,695,2
2019-08-18,495,4
2019-08-18,490,4
2019-08-18,216,1
2019-08-18,379,2
2019-08-18,618,5
2019-08-18,766,4
2019-08-18,746,3
2019-08-18,150,2
2019-08-18,304,5
2019-08-19,238,3
2019-08-19,755,3
2019-08-19,693,3
2019-08-19,18,1
2019-08-19,609,3
2019-08-19,703,2
2019-08-19,718,2
2019-08-19,7,5
2019-08-19,821,3
2019-08-19,104,2
2019-08-20,1,2
2019-08-20,449,1
2019-08-20,59,1
2019-08-20,558,4
2019-08-20,765,3
2019-08-20,586,3
2019-08-20,436,2
2019-08-20,397,3
2019-08-20,200,3
2019-08-20,401,5
2019-08-21,175,2
2019-08-21,727,1
2019-08-21,103,5
2019-08-21,521,4
2019-08-21,876,4
2019-08-21,501,5
2019-08-21,302,2
2019-08-21,630,4
2019-08-21,75,4
2019-08-21,802,1
2019-08-22,868,5
2019-08-22,169,3
2019-08-22,867,3
2019-08-22,472,2
2019-08-22,31,4
2019-08-22,843,1
2019-08-22,341,5
2019-08-22,853,4
2019-08-22,385,1
2019-08-22,513,2
2019-08-23,867,4
2019-08-23,688,4
2019-08-23,642,5
2019-08-23,829,3
2019-08-23,847,3
2019-08-23,665,5
2019-08-23,436,5
2019-08-23,505,2
2019-08-23,227,4
2019-08-23,120,3
2019-08-24,327,4
2019-08-24,18,5
2019-08-24,548,2
2019-08-24,219,3
2019-08-24,553,2
2019-08-24,846,2
2019-08-24,132,5
2019-08-24,631,4
2019-08-24,465,3
2019-08-24,75,3
2019-08-25,718,5
2019-08-25,689,5
2019-08-25,621,5
2019-08-25,541,5
2019-08-25,7,5
2019-08-25,292,4
2019-08-25,195,1
2019-08-25,97,1
2019-08-25,256,3
2019-08-25,378,2
2019-08-26,445,4
2019-08-26,147,1
2019-08-26,34,2
2019-08-26,638,2
2019-08-26,715,4
2019-08-26,137,5
2019-08-26,495,3
2019-08-26,303,2
2019-08-26,172,3
2019-08-26,857,1
2019-08-27,556,3
2019-08-27,65,3
2019-08-27,16,4
2019-08-27,841,4
2019-08-27,345,1
2019-08-27,254,5
2019-08-27,73,4
2019-08-27,577,5
2019-08-27,814,3
2019-08-27,316,1
2019-08-28,63,1
2019-08-28,287,4
2019-08-28,110,1
2019-08-28,671,4
2019-08-28,793,3
2019-08-28,646,5
2019-08-28,175,1
2019-08-28,755,1
2019-08-28,205,3
2019-08-28,319,4
2019-08-29,495,2
2019-08-29,743,3
2019-08-29,62,3
2019-08-29,602,5
2019-08-29,776,1
2019-08-29,705,4
2019-08-29,540,1
2019-08-29,821,1
2019-08-29,255,5
2019-08-29,448,4
2019-08-30,843,2
2019-08-30,417,5
2019-08-30,397,1
2019-08-30,43,5
2019-08-30,772,4
2019-08-30,567,4
2019-08-30,576,2
2019-08-30,497,5
2019-08-30,591,4
2019-08-30,113,3
2019-08-31,842,4
2019-08-31,344,4
2019-08-31,20,3
2019-08-31,488,4
2019-08-31,221,2
2019-08-31,177,1
2019-08-31,736,1
2019-08-31,623,5
2019-08-31,594,3
2019-08-31,279,1
2019-09-01,85,4
2019-09-01,648,2
2019-09-01,192,2
2019-09-01,412,3
2019-09-01,342,2
2019-09-01,506,3
2019-09-01,290,1
2019-09-01,733,1
2019-09-01,191,3
2019-09-01,195,4
2019-09-02,866,2
2019-09-02,641,3
2019-09-02,756,4
2019-09-02,635,4
2019-09-02,132,5
2019-09-02,345,3
2019-09-02,734,1
2019-09-02,329,5
2019-09-02,856,5
2019-09-02,773,4
2019-09-03,352,4
2019-09-03,193,1
2019-09-03,608,2
2019-09-03,357,1
2019-09-03,258,1
2019-09-03,563,2
2019-09-03,697,5
2019-09-03,695,5
2019-09-03,135,1
2019-09-03,855,4
2019-09-04,348,4
2019-09-04,565,1
2019-09-04,226,1
2019-09-04,125,4
2019-09-04,466,2
2019-09-04,351,2
2019-09-04,216,2
2019-09-04,361,5
2019-09-04,439,4
2019-09-04,685,1
2019-09-05,429,3
2019-09-05,838,2
2019-09-05,700,5
2019-09-05,663,4
2019-09-05,872,5
2019-09-05,718,2
2019-09-05,831,4
2019-09-05,784,3
2019-09-05,154,4
2019-09-05,159,4
2019-09-06,534,1
2019-09-06,205,2
2019-09-06,712,2
2019-09-06,699,1
2019-09-06,315,1
2019-09-06,599,5
2019-09-06,628,5
2019-09-06,117,1
2019-09-06,81,1
2019-09-06,324,1
2019-09-07,862,3
2019-09-07,538,3
2019-09-07,237,4
2019-09-07,770,2
2019-09-07,491,2
2019-09-07,391,2
2019-09-07,150,3
2019-09-07,349,5
2019-09-07,63,1
2019-09-07,686,3
2019-09-08,269,4
2019-09-08,395,4
2019-09-08,461,2
2019-09-08,571,2
2019-09-08,589,5
2019-09-08,420,1
2019-09-08,522,5
2019-09-08,328,4
2019-09-08,186,1
2019-09-08,151,3
2019-09-09,852,2
2019-09-09,211,5
2019-09-09,817,5
2019-09-09,574,5
2019-09-09,167,1
2019-09-09,751,4
2019-09-09,67,4
2019-09-09,580,2
2019-09-09,398,3
2019-09-09,680,1
2019-09-10,523,4
2019-09-10,326,5
2019-09-10,632,2
2019-09-10,727,5
2019-09-10,85,2
2019-09-10,267,4
2019-09-10,247,3
2019-09-10,73,2
2019-09-10,201,3
2019-09-10,324,1
2019-09-11,147,5
2019-09-11,570,5
2019-09-11,745,1
2019-09-11,456,4
2019-09-11,589,2
2019-09-11,585,1
2019-09-11,188,3
2019-09-11,75,2
2019-09-11,468,5
2019-09-11,782,4
2019-09-12,350,3
2019-09-12,690,3
2019-09-12,279,1
2019-09-12,700,5
2019-09-12,49,3
2019-09-12,552,1
2019-09-12,867,3
2019-09-12,444,2
2019-09-12,665,4
2019-09-12,287,5
2019-09-13,251,5
2019-09-13,825,4
2019-09-13,367,4
2019-09-13,735,3
2019-09-13,135,4
2019-09-13,488,2
2019-09-13,497,4
2019-09-13,823,4
2019-09-13,432,5
2019-09-13,380,4
2019-09-14,332,2
2019-09-14,530,5
2019-09-14,843,4
2019-09-14,67,1
2019-09-14,366,5
2019-09-14,448,2
2019-09-14,805,1
2019-09-14,374,5
2019-09-14,758,1
2019-09-14,827,5
2019-09-15,422,4
2019-09-15,164,1
2019-09-15,87,3
2019-09-15,277,4
2019-09-15,484,4
2019-09-15,148,1
2019-09-15,13,2
2019-09-15,327,3
2019-09-15,687,3
2019-09-15,861,4
2019-09-16,90,5
2019-09-16,348,2
2019-09-16,675,4
2019-09-16,282,5
2019-09-16,3,3
2019-09-16,801,4
2019-09-16,154,2
2019-09-16,72,1
2019-09-16,283,3
2019-09-16,463,2
2019-09-17,63,3
2019-09-17,127,4
2019-09-17,670,5
2019-09-17,304,5
2019-09-17,722,2
2019-09-17,709,3
2019-09-17,679,1
2019-09-17,811,5
2019-09-17,212,1
2019-09-17,655,2
2019-09-18,367,3
2019-09-18,142,1
2019-09-18,470,5
2019-09-18,1,3
2019-09-18,68,5
2019-09-18,414,5
2019-09-18,38,5
2019-09-18,599,5
2019-09-18,432,5
2019-09-18,191,3
2019-09-19,763,4
2019-09-19,19,2
2019-09-19,850,4
2019-09-19,111,1
2019-09-19,423,2
2019-09-19,375,1
2019-09-19,748,2
2019-09-19,434,5
2019-09-19,460,4
2019-09-19,875,1
2019-09-20,595,1
2019-09-20,127,2
2019-09-20,709,1
2019-09-20,607,2
2019-09-20,585,4
2019-09-20,7,5
2019-09-20,496,4
2019-09-20,40,2
2019-09-20,775,1
2019-09-20,569,2
2019-09-21,235,4
2019-09-21,205,3
2019-09-21,761,2
2019-09-21,263,1
2019-09-21,289,5
2019-09-21,788,1
2019-09-21,763,2
2019-09-21,43,4
2019-09-21,609,5
2019-09-21,653,3
2019-09-22,264,5
2019-09-22,280,4
2019-09-22,621,3
2019-09-22,506,2
2019-09-22,81,4
2019-09-22,286,1
2019-09-22,794,2
2019-09-22,721,4
2019-09-22,723,5
2019-09-22,19,1
2019-09-23,318,1
2019-09-23,309,1
2019-09-23,675,4
2019-09-23,726,3
2019-09-23,229,4
2019-09-23,852,5
2019-09-23,514,5
2019-09-23,556,4
2019-09-23,785,2
2019-09-23,737,1
2019-09-24,453,3
2019-09-24,687,1
2019-09-24,528,1
2019-09-24,676,4
2019-09-24,567,1
2019-09-24,602,3
2019-09-24,684,3
2019-09-24,780,5
2019-09-24,827,1
2019-09-24,830,2
2019-09-25,159,2
2019-09-25,331,1
2019-09-25,38,3
2019-09-25,440,5
2019-09-25,723,1
2019-09-25,261,1
2019-09-25,570,4
2019-09-25,142,5
2019-09-25,147,2
2019-09-25,497,2
2019-09-26,155,1
2019-09-26,848,1
2019-09-26,242,4
2019-09-26,674,5
2019-09-26,470,3
2019-09-26,822,3
2019-09-26,225,5
2019-09-26,730,3
2019-09-26,779,4
2019-09-26,320,4
2019-09-27,738,4
2019-09-27,128,4
2019-09-27,485,3
2019-09-27,618,2
2019-09-27,255,5
2019-09-27,415,4
2019-09-27,12,4
2019-09-27,778,1
2019-09-27,348,2
2019-09-27,545,3
2019-09-28,131,3
2019-09-28,21,3
2019-09-28,205,4
2019-09-28,13,1
2019-09-28,804,3
2019-09-28,740,5
2019-09-28,291,2
2019-09-28,579,3
2019-09-28,42,5
2019-09-28,594,1
2019-09-29,392,4
2019-09-29,857,1
2019-09-29,610,3
2019-09-29,663,5
2019-09-29,74,5
2019-09-29,284,1
2019-09-29,643,5
2019-09-29,707,3
2019-09-29,159,3
2019-09-29,708,4
