order_id,product_id,product_description,product_price,product_vat_rate,discount_rate,quantity,full_price_amount,discounted_amount,vat_amount,total_amount
16,23,Ikarus 31,53374,0.11,0,13,693862,693862,76324.82,770186.8200000001
16,216,Terrain,68411,0.2,0,20,1368220,1368220,273644.0,1641864.0
16,367,Cullinan,10215,0.11,0,42,429030,429030,47193.3,476223.3
16,232,Colorado 7,89415,0.11,0,49,4381335,4381335,481946.85,4863281.85
16,66,Duple 425,29592,0.2,0,10,295920,295920,59184.0,355104.0
16,35,МАЗ-107,22082,0,0,4,88328,88328,0,88328
16,92,Berkhof 2000NL,24090,0,0,12,289080,289080,0,289080
16,461,Deskjet 600 / 600c / 600k,65674,0.11,0,49,3218026,3218026,353982.86,3572008.86
17,335,Patrol Y61,23894,0.2,0,48,1146912,1146912,229382.40000000002,1376294.4
17,840,A855 (DROID),90587,0,0,42,3804654,3804654,0,3804654
17,52,Custom Bus,94113,0.11,0,50,4705650,4705650,517621.5,5223271.5
17,137,BX7,79630,0.2,0,21,1672230,1672230,334446.0,2006676.0
17,24,Škoda 31Tr SOR,19686,0.11,0.5423076576841321,35,689010,315354.60077905614,34689.00608569618,350043.6068647523
17,352,SUV,11809,0.11,0,28,330652,330652,36371.72,367023.72
17,785,IBM 015,69213,0,0.006146222893346542,21,1453473,1444539.6309725388,0.0,1444539.6309725388
17,76,Fiat 642RN,77757,0,0,32,2488224,2488224,0,2488224
17,59,FAP 403 RHD,25235,0.2,0,8,201880,201880,40376.0,242256.0
17,34,МАЗ-105,90250,0.2,0.94163531989208,36,3249000,189626.8456706321,37925.36913412642,227552.2148047585
17,518,Deskjet 970cse / 970cxi,18414,0.11,0,39,718146,718146,78996.06,797142.06
18,27,Škoda 35Tr,61249,0,0,44,2694956,2694956,0,2694956
18,226,H6,77860,0,0,20,1557200,1557200,0,1557200
18,614,Officejet 9130,30987,0,0,31,960597,960597,0,960597
18,312,CX-8,42287,0.11,0,32,1353184,1353184,148850.24,1502034.24
18,543,Deskjet 5650 / 5650w / 5652 / 5655,32812,0.11,0,5,164060,164060,18046.6,182106.6
18,99,International 3800,94123,0.2,0,21,1976583,1976583,395316.60000000003,2371899.6
18,486,Deskjet 812c,49692,0,0,12,596304,596304,0,596304
18,390,Jimny,7159,0,0,3,21477,21477,0,21477
18,286,Range Rover,16113,0.2,0,35,563955,563955,112791.0,676746.0
18,48,Fiat 306,43155,0.2,0,25,1078875,1078875,215775.0,1294650.0
18,398,Harrier,99419,0.2,0,5,497095,497095,99419.0,596514.0
18,469,Deskjet 656c / 656cvr,35044,0.11,0,47,1647068,1647068,181177.48,1828245.48
18,28,Ikarus 55,58205,0.2,0.5601784833563669,18,1047690,460796.604772368,92159.3209544736,552955.9257268416
18,870,Canon II AF,20423,0.11,0,20,408460,408460,44930.6,453390.6
18,455,Deskjet 510,98975,0,0,42,4156950,4156950,0,4156950
18,251,Tucson,91446,0.11,0.6979267820797186,47,4297962,1298299.2118390887,142812.91330229977,1441112.1251413885
18,420,T70,16432,0,0,7,115024,115024,0,115024
19,802,IBM 044,80799,0.11,0,11,888789,888789,97766.79,986555.79
19,493,Deskjet 841c,70520,0,0.907955729776099,21,1480920,136310.2006599796,0.0,136310.2006599796
19,148,Escalade ESV,80845,0.11,0.050533017032001304,33,2667885,2533068.7218555794,278637.55940411374,2811706.281259693
19,514,Deskjet 955c,74756,0.2,0,46,3438776,3438776,687755.2000000001,4126531.2
19,363,Triber,26634,0,0.24610675809509408,2,53268,40158.38520979053,0.0,40158.38520979053
19,405,Rush,75256,0.2,0,9,677304,677304,135460.80000000002,812764.8
19,825,Bag Phone,95842,0,0,13,1245946,1245946,0,1245946
19,498,Deskjet 855c / 855cse / 855cxi,19634,0,0,29,569386,569386,0,569386
19,851,A6288,77174,0,0,11,848914,848914,0,848914
19,589,Officejet 720,7605,0.2,0,22,167310,167310,33462.0,200772.0
19,77,Fiat 666RN,86475,0,0,9,778275,778275,0,778275
19,382,Actyon Sports,78542,0,0,12,942504,942504,0,942504
19,380,Tivoli,69461,0.2,0,5,347305,347305,69461.0,416766.0
19,8,Ashok Leyland 12M,58770,0,0.44223520358113,44,2585880,1442312.8317636275,0.0,1442312.8317636275
19,411,Land Cruiser Prado 5-Door,52187,0.11,0,49,2557163,2557163,281287.93,2838450.93
19,386,Exiga Crossover 7,68450,0.2,0,47,3217150,3217150,643430.0,3860580.0
19,733,Photosmart C6280,72006,0.2,0.7381237524931652,2,144012,37713.32215595429,7542.664431190858,45255.98658714515
19,765,DC17,47127,0,0,6,282762,282762,0,282762
19,157,Q25,60243,0.11,0,7,421701,421701,46387.11,468088.11
19,348,2008,77663,0,0,3,232989,232989,0,232989
20,514,Deskjet 955c,58082,0.2,0.9705925495992805,13,755066,22204.56594426965,4440.91318885393,26645.47913312358
20,459,Deskjet 550c,14352,0.2,0.6853658765169957,41,588432,185140.78654935124,37028.15730987025,222168.94385922147
20,299,Nautilus,37732,0.11,0,13,490516,490516,53956.76,544472.76
20,205,Edge,44087,0.2,0,32,1410784,1410784,282156.8,1692940.8
20,61,Ikarus 411,27947,0.11,0,31,866357,866357,95299.27,961656.27
20,663,PSC 1510,61956,0,0,17,1053252,1053252,0,1053252
20,445,Deskjet 350c / 350cbi,92110,0,0,41,3776510,3776510,0,3776510
20,772,DC40,90256,0.11,0,7,631792,631792,69497.12,701289.12
20,437,DeskJet (original),46065,0.2,0,13,598845,598845,119769.0,718614.0
20,138,FRV Cross,84356,0.11,0,38,3205528,3205528,352608.08,3558136.08
20,271,KX3,11964,0.11,0.4485609563903049,36,430704,237507.0018388701,26125.77020227571,263632.7720411458
20,762,DC07,66780,0.11,0.8026514065191188,32,2136960,421726.0503249038,46389.86553573942,468115.9158606432
20,851,A6288,93055,0,0,21,1954155,1954155,0,1954155
20,683,Photosmart 1000 / p1000,56626,0,0,24,1359024,1359024,0,1359024
20,403,RAV4,26209,0,0.7968603623981827,6,157254,31944.52057143618,0.0,31944.52057143618
20,394,Sumo,40034,0.2,0,15,600510,600510,120102.0,720612.0
21,20,Škoda 28Tr Solaris,85144,0,0,35,2980040,2980040,0,2980040
21,275,Sportage,8861,0,0,17,150637,150637,0,150637
21,581,Officejet 350,33452,0,0.64147570678534,38,1271176,455747.4769514386,0.0,455747.4769514386
21,280,Defender,22472,0,0.049610242349122924,29,651688,619357.6003839847,0.0,619357.6003839847
21,713,Photosmart 8150 (Introduced in 2004),63885,0.2,0,33,2108205,2108205,421641.0,2529846.0
21,652,PSC 750 / 750xi,58574,0.2,0,30,1757220,1757220,351444.0,2108664.0
21,678,Photosmart 325,7618,0.2,0,18,137124,137124,27424.800000000003,164548.8
21,540,Deskjet 5145 / 5150 / 5155 / 5160,32077,0,0,35,1122695,1122695,0,1122695
21,665,PSC 2110 / 2110v / 2110xi,52985,0,0,11,582835,582835,0,582835
21,841,A953 (MILESTONE 2),50157,0.2,0,22,1103454,1103454,220690.80000000002,1324144.8
21,534,Deskjet 3420 / 3425 / 3450,67253,0.2,0.5582886313717195,39,2622867,1158550.1722999522,231710.03445999045,1390260.2067599427
21,110,RDX,5125,0.11,0.5302308472706573,7,35875,16852.96835416517,1853.8265189581684,18706.794873123337
21,453,Deskjet 500 / 500c / 500k,16755,0,0.855067502495028,8,134040,19426.751965566436,0.0,19426.751965566436
21,109,MDX,39558,0.11,0,38,1503204,1503204,165352.44,1668556.44
21,712,Photosmart 8049/8050,57792,0.11,0,36,2080512,2080512,228856.32,2309368.32
22,322,ZS,98118,0.2,0,23,2256714,2256714,451342.80000000005,2708056.8
22,485,Deskjet 810c,35768,0.11,0,9,321912,321912,35410.32,357322.32
22,133,X7,22802,0,0,35,798070,798070,0,798070
22,56,Ikarus 350,91709,0.11,0.4974774968850856,45,4126905,2073862.6307174559,228124.88937892014,2301987.520096376
22,309,CX-30,88932,0,0.5559235969199103,45,4001940,1777167.120542334,0.0,1777167.120542334
22,664,PSC 1610,65468,0.11,0,26,1702168,1702168,187238.48,1889406.48
22,693,Photosmart 3310,19453,0.2,0.6133069925260265,40,778120,300893.56297564827,60178.712595129655,361072.27557077794
22,207,Everest,46865,0.2,0,2,93730,93730,18746.0,112476.0
22,243,S2,17158,0.2,0,47,806426,806426,161285.2,967711.2
22,47,Crown-Ikarus 286,53214,0.11,0,44,2341416,2341416,257555.76,2598971.76
23,318,GLC-Class,94705,0.11,0,5,473525,473525,52087.75,525612.75
23,292,RX,56975,0.11,0,26,1481350,1481350,162948.5,1644298.5
23,238,Pilot,25693,0.11,0,14,359702,359702,39567.22,399269.22
23,429,XC90,90326,0,0,19,1716194,1716194,0,1716194
23,204,Kuga,67984,0.2,0.11654873573015856,19,1291696,1141150.464252297,228230.09285045942,1369380.5571027566
23,158,Q35,86842,0.2,0.379895155192422,36,3126312,1938641.2175800689,387728.2435160138,2326369.461096083
23,301,Navigator,41415,0.2,0.7709165162026245,31,1283865,294112.2669255176,58822.45338510352,352934.7203106211
23,21,Ikarus 30,46967,0.2,0,42,1972614,1972614,394522.80000000005,2367136.8
23,160,Tiggo 3,2244,0.2,0.7715940525874364,39,87516,19989.17489375791,3997.834978751582,23987.009872509494
23,804,IBM 047,27827,0.11,0,30,834810,834810,91829.1,926639.1
23,313,CX-9,48920,0,0,46,2250320,2250320,0,2250320
23,151,XT6,79531,0,0,41,3260771,3260771,0,3260771
23,735,Photosmart C7280,5181,0.11,0,10,51810,51810,5699.1,57509.1
23,223,Haval H3,61352,0.11,0,46,2822192,2822192,310441.12,3132633.12
23,278,Xray,76029,0.11,0,43,3269247,3269247,359617.17,3628864.17
23,82,LAZ-695,3521,0.11,0.688248617172822,44,154924,48297.77123311772,5312.754835642949,53610.526068760664
23,207,Everest,63870,0.2,0,3,191610,191610,38322.0,229932.0
23,554,Deskjet 9300,74712,0.2,0.21318030671999544,15,1120680,881773.0938650356,176354.61877300713,1058127.7126380426
24,163,Tiggo 7,79488,0,0,9,715392,715392,0,715392
24,248,Nexo,82988,0,0,12,995856,995856,0,995856
24,264,Compass,23733,0.11,0,44,1044252,1044252,114867.72,1159119.72
24,332,Juke,58987,0,0.1823920838395371,47,2772389,2266727.1930761896,0.0,2266727.1930761896
24,792,IBM 029,25135,0.2,0.8370050860344329,33,829455,135196.9463633094,27039.38927266188,162236.33563597128
24,681,Photosmart 385,74446,0.11,0.3852362167461011,7,521122,320366.9322568383,35240.36254825221,355607.2948050905
24,744,Photosmart Premium Fax e-All-in-One Printer – C410a,94979,0,0.4620253300886431,30,2849370,1532888.885205323,0.0,1532888.885205323
24,176,C3-XR,68338,0,0,49,3348562,3348562,0,3348562
24,470,Deskjet 660c / 660cse / 660k,53963,0,0.4548972156492084,5,269815,147076.90775960885,0.0,147076.90775960885
24,246,Creta/ix25,19723,0,0,14,276122,276122,0,276122
25,545,Deskjet 5850,10055,0.11,0,4,40220,40220,4424.2,44644.2
25,333,Murano,44610,0.11,0,5,223050,223050,24535.5,247585.5
25,657,PSC 1213,31385,0.2,0.7585604846167673,20,627700,151551.5838060552,30310.31676121104,181861.90056726622
25,145,Tang,71482,0,0.4142286998265323,17,1215194,711825.7693429969,0.0,711825.7693429969
25,260,E-Pace,37762,0.11,0.12457473283733378,28,1057336,925618.6502807048,101818.05153087754,1027436.7018115823
25,208,Explorer,48582,0,0.3221241080536428,28,1360296,922111.8643110619,0.0,922111.8643110619
25,297,Aviator,15254,0.2,0.2937241237579168,48,732192,517129.54637744336,103425.90927548868,620555.455652932
25,772,DC40,88192,0.11,0,32,2822144,2822144,310435.84,3132579.84
25,827,Timeport,64991,0.11,0,13,844883,844883,92937.13,937820.13
25,224,Haval H5,53893,0.2,0,35,1886255,1886255,377251.0,2263506.0
25,728,Photosmart C4795,10274,0.2,0,26,267124,267124,53424.8,320548.8
25,410,Harrier,22852,0,0,24,548448,548448,0,548448
25,637,Officejet v40 / v40xi,5955,0.2,0,7,41685,41685,8337.0,50022.0
25,180,Sandero Stepway,34969,0.11,0.7750987499980148,20,699380,157291.43622638844,17302.057984902727,174593.49421129117
25,703,Photosmart 7450,18307,0.2,0,2,36614,36614,7322.8,43936.8
25,369,Arona,83505,0.2,0,4,334020,334020,66804.0,400824.0
25,328,Outlander PHEV,86804,0.11,0.3198173728517961,31,2690924,1830319.7557761534,201335.17313537688,2031654.9289115304
25,391,Vitara,32990,0,0,22,725780,725780,0,725780
25,413,Sequoia,69000,0.11,0,24,1656000,1656000,182160.0,1838160.0
26,293,UX,95228,0,0,32,3047296,3047296,0,3047296
26,537,Deskjet 3740 / 3743 / 3744 / 3745 / 3747 / 3748,39102,0,0,11,430122,430122,0,430122
26,83,Škoda 706 RO,85726,0.2,0,32,2743232,2743232,548646.4,3291878.4
26,434,C3 Urban Ark,55194,0.11,0,24,1324656,1324656,145712.16,1470368.16
26,616,Officejet d135 / d135xi,25734,0.11,0,44,1132296,1132296,124552.56,1256848.56
